int_code,reg_code,name,sei_code,lat,lon,H,date_s,date_e,type
ULGR,ULGR,Улаган,ASGSR,50.6234,87.9607,1239,28.07.2002,,rds
ULGR.SM,ULGR,Улаган,ASGSR,50.6234,87.9607,1239,28.07.2002,,sds
UNCR,UNCR,Унцукуль,DAGSR,42.7155,46.7929,780,01.02.1984,,rds
UNCR.SM,UNC,Унцукуль,DAGSR,42.7155,46.7929,780,01.02.1984,31.12.2011,sas
UNR,UNR,Усть-Нера,YAGSR,64.566,143.228,485,21.11.1961,,rds
URKR,URKR,Уркарах,DAGSR,42.1649,47.631,1330,01.02.1998,,rds
URKR.SM,URK,Уркарах,DAGSR,42.1649,47.631,1330,01.02.1998,20.06.2012,sas
USMR,MAY,Усть-Мая,YAGSR,60.42,134.54,170,01.09.2000,07.08.2004,rds
USZ,У-Н,Усть-Нюкжа,YAGSR,56.562,121.592,415,18.07.1964,31.05.2004,ras
UUDB,UUD,Улан-Удэ,BUGSR,51.867,107.663,600,18.10.2006,,rds
UZR,UZR,Узур,BUGSR,53.323,107.741,480,06.07.2011,,rds
VALR,VAL,Валаам,OBGSR,61.3593,30.8835,39,18.06.2006,06.06.2012,rds
VALR,VALR,Валаам,OBGSR,61.3611,30.8874,24,09.06.2012,,rds
VBR,VBR,Сухой Ручей,BUGSR,51.798,106.015,478,22.03.2012,,rds
VCHU,VCHU,Верх-Чумыш,ASGSR,53.955,86.442,351,20.06.2015,,rds
VCHU.SM,VCHU,Верх-Чумыш,ASGSR,53.955,86.442,351,20.06.2015,,sds
VEH,VEH,Верх-База,ASGSR,53.255,90.2987,550,05.03.1967,,rds
VEH.SM,VEH,Верх-База,ASGSR,53.255,90.2987,550,01.01.2013,01.01.2021,sds
VLA,-,Владивосток,OBGSR,43.12,131.893,73,06.12.1929,01.04.2005,was
VLA,VLAR,Владивосток,OBGSR,43.1196,131.8848,50,23.12.2017,,rds
VLA,-,Владивосток,OBGSR,43.1196,131.8848,50,03.07.2005,22.12.2017,wds
VLKR,VLKR,Владикавказ,NOGSR,43.0465,44.6773,680,23.06.2003,,wds
VLKR.SM,VLKG,Владикавказ,NOGSR,43.0465,44.6773,680,26.09.2010,09.04.2019,sds
VOR,-,Воронеж,VMGSR,51.731,39.2,161,20.12.1996,20.08.2008,ras
VORD,VORD,Дивногорье,VMGSR,50.966,39.293,94,20.02.1998,,rds
VORR,VOR,Воронеж,VMGSR,51.6717,39.2082,150,20.08.2008,,rds
VOZR,VOZR,Возрождение,OBGSR,44.553,38.223,92,23.11.2009,11.03.2013,rds
VRH,VRH,Новохоперск,VMGSR,51.2025,41.7215,98,19.06.2008,,wds
VRHR,VRHR,Новохоперск,VMGSR,51.0955,41.6246,137,18.11.2005,19.06.2008,wds
VRSR,-,Сторожевое,VMGSR,51.215,39.19,180,07.08.1999,03.09.2007,wds
VSLR,VSLR,Весёлое,OBGSR,43.4612,40.0324,340,27.10.2014,,rds
VSR,VSR,Сторожевое,VMGSR,51.2162,39.1664,187,03.09.2007,,wds
VTMR,VTM,Витим,YAGSR,59.44,112.55,188,16.06.2003,,rds
VYBR,VYB,Выборг,OBGSR,60.7247,28.6955,8,14.12.2005,,rds
XNZR,XNZR,Хунзах,DAGSR,42.5451,46.7053,1680,17.01.1992,06.10.2016,rds
YAK,YAK,Якутск,YAGSR,62.031,129.68,91,05.10.1957,,wds
YALR,YALR,Яйлю,ASGSR,51.7694,87.6105,451,19.07.2002,,rds
YALR.SM,YALR,Яйлю,ASGSR,51.7694,87.6105,451,23.07.2017,,sds
YASR,ЯСН,Ясный,SAGSR,53.29,127.98,330,01.12.1974,30.12.2009,ras
YBGR,BGR,Белая гора,YAGSR,68.532,146.1927,36,12.08.2011,,rds
YCRN,CRN,Чернышевский,YAGSR,63.0212,112.4862,319,14.07.2011,,rds
YKLR,YKL,Юктали,YAGSR,56.5915,121.654,417,04.07.2004,,rds
YKUG,YKUG,Юлия Кугаенко,KAGSR,55.66,160.232,982,30.09.2021,,rds
YLYR,УЛХ,Улюнхан,BAGSR,54.875,111.163,582,16.07.1989,,rds
YLYR.SM,УЛХ,Улюнхан,BAGSR,54.875,111.163,582,16.07.1989,,sds
YOA,УН,Уоян,BAGSR,56.134,111.724,503,21.01.1980,04.08.2018,rds
YOA.SM,УН,Уоян,BAGSR,56.134,111.724,503,21.01.1980,04.08.2018,sds
YOAB,YOA,Уоян,BAGSR,56.1405,111.7224,524,05.08.2018,,rds
YOAB.SM,YOA,Уоян,BAGSR,56.1405,111.7224,524,05.08.2018,,sds
YSS,ЮСХ,Южно-Сахалинск,SAGSR,46.9587,142.76,110,01.03.1957,,wds
YSS.TSU,ЮСХ,Южно-Сахалинск,SAGSR,46.9587,142.76,110,10.10.2008,,tds
YUK,ЮКР,Южно-Курильск,SAGSR,44.035,145.861,23,01.10.1960,,wds
YUK.TSU,ЮКР,Южно-Курильск,SAGSR,44.035,145.861,23,20.08.2010,,tds
YUKRC,ЮКРСЦ,Южно-Курильск,SAGSR,44.033,145.861,39,06.07.2020,,rds
YVAM,VAM,Верхняя Амга,YAGSR,59.6409,127.1227,275,17.06.2011,01.07.2013,rds
ZAK,ЗКМ,Закаменск,BAGSR,50.382,103.281,1200,11.12.1960,,wds
ZAK.SM,ЗКМ,Закаменск,BAGSR,50.382,103.281,1200,11.12.1960,,sds
ZEA,ЗЕЯ,Зея,SAGSR,53.757,127.286,273,01.06.1976,,rds
ZEA.SM,ЗЕЯ,Зея,SAGSR,53.757,127.286,273,01.06.1976,31.12.2015,sds
ZEI,-,Цей,OBGSR,42.7881,43.9014,1926,17.10.1988,,rds
ZFI,ZFI,Земля Франца-Иосифа,FCIAR,80.807,47.659,17,03.09.2011,07.09.2017,rds
ZFI2,ZFI2,Земля Франца-Иосифа,FCIAR,80.809,47.655,18,22.09.2011,,rds
ZGR4,ZGR,Загорское,SAGSR,47.304,142.49,112,05.06.2001,13.05.2021,lds
ZLN,ZLN,Зелёная,KAGSR,56.017,160.803,1050,30.10.1988,,lds
ZRHB,ZRH,Заречье,BUGSR,52.545,107.159,480,01.12.1999,,rds
-,001,001,YAGSR,56.772,124.836,732,19.04.2022,,rds
-,002,002,YAGSR,56.753,124.891,732,20.04.2022,,rds
-,003,003,YAGSR,56.7421,124.8354,836,20.04.2022,,rds
-,ABD1,Истобное,VMGSR,51.264,38.664,225,19.11.2014,,lds
-,ADM,Администрация-ПК,KAGSR,53.0228,158.647,5,01.07.2005,,sds
-,AFR,"Маяк ""Африка""",KAGSR,56.183,163.35,8,01.01.1983,31.12.2007,sas
-,AGYR,Агой,OBGSR,44.14803,39.0372,55,09.08.2012,22.08.2014,rds
-,ALKS,Александровск-Сахалинский,SAGSR,50.892,142.135,7,03.07.2014,05.09.2015,rds
-,AN-2,Угольные Копи,NEGSR,64.7186,177.74,48,26.12.2005,01.06.2006,rds
-,ASR,Анжеро-Судженск,ASGSR,56.103,86.022,211,24.12.2002,21.02.2011,rds
-,AUA1,Осинки,VMGSR,51.2452,39.2595,123,17.09.2009,03.09.2010,lds
-,AUB1,Каменно-Верховка,VMGSR,51.3608,39.1506,104,24.09.2009,,lds
-,AUB2,Осинки,VMGSR,51.2452,39.2595,123,04.09.2010,,lds
-,БЫС,Быстровка,ASGSR,54.55,82.66,120,23.03.2000,31.12.2003,rds
-,BKV,Быков,SAGSR,47.325,142.565,44,13.05.2021,,lds
-,BKV,Быков,SAGSR,47.325,142.553,98,10.11.2015,10.05.2021,lds
-,BP3,Блок Пост 3,SAGSR,53.099,142.551,40,16.06.2003,29.09.2004,rds
-,BRBC,Баренцбург С,KOGSR,78.09,14.373,56,14.08.2007,30.09.2007,rds
-,BSKL,Белые скалы,SAGSR,46.842,142.314,50,02.06.1999,17.11.2009,lds
-,BVNN,Бованенково,OBGSR,70.4822,68.5505,,15.04.2017,,wds
-,CDHR,Цудахар,DAGSR,42.34,47.17,1040,01.07.2004,11.01.2006,ras
-,DCH,Дачная,KAGSR,53.0576,158.639,160,01.01.1971,,sds
-,DOL,Долинск,SAGSR,47.321,142.787,9,10.10.2008,,tds
-,EVN,Эвенск,NEGSR,61.924,159.267,75,05.05.2006,29.08.2007,rds
-,FSTR,Фишт,OBGSR,43.944,39.8705,1760,07.05.2013,31.10.2018,rds
-,GFR,Хибины - Кировский рудник,KOGSR,67.6663,33.7337,340,11.01.2000,15.09.2006,rds
-,GK001,Школа № 3,KAGSR,52.972,158.689,68,09.10.2014,,sds
-,GK002,Интернат,KAGSR,52.988,158.669,40,09.10.2014,,sds
-,GK003,Школа № 40,KAGSR,53.071,158.646,171,09.10.2014,,sds
-,GK004,Больница,KAGSR,53.038,158.661,25,09.10.2014,,sds
-,GK005,МЧС,KAGSR,53.009,158.733,60,22.10.2014,,sds
-,GLVR,Головановский,OBGSR,46.848,40.981,96,06.06.2019,,rds
-,GOLD,Кубака,NEGSR,63.678,159.957,726,14.01.2003,17.04.2005,rds
-,GPN,Жупаново,KAGSR,54.0816,159.989,25,21.11.1982,,sds
-,GRESL,ArGRES,NEGSR,63.038,147.196,796,23.10.2009,31.12.2012,lda
-,GRESR,ArGRES,NEGSR,63.042,147.202,793,23.10.2009,31.12.2012,lda
-,GRESU,ArGRES,NEGSR,63.044,147.204,795,23.10.2009,31.12.2012,lda
-,GRO,Грозный,OBGSR,43.3396,45.6625,150,06.03.2008,15.04.2008,rds
-,HLMS,Холмск,SAGSR,47.032,142.066,60,26.07.2011,,lds
-,HRSV,Харасавэй,OBGSR,71.1935,67.0399,,17.04.2017,,wds
-,ILY,Ильинское,SAGSR,47.986,142.206,11,12.07.2019,,rds
-,ILY,Ильинское,SAGSR,47.986,142.206,11,06.07.2013,,sds
-,IVS,Институт,KAGSR,53.0665,158.609,140,14.12.2007,,rds
-,IVS,Институт,KAGSR,53.0665,158.609,140,07.07.2015,,sds
-,IZL,Излучинск,ASGSR,60.952,76.897,40,01.09.2000,01.07.2004,rds
-,IZM,Красное озеро,OBGSR,60.5425,29.716,41,15.12.2007,,rds
-,KAU1,Макаровка,VMGSR,51.692,35.528,167,01.06.2011,14.02.2020,lds
-,KAU2,Дурнеево,VMGSR,51.759,35.605,196,22.11.2017,14.02.2020,lds
-,KBR,Куберганя,YAGSR,67.775,144.478,50,18.04.2014,01.08.2017,rds
-,KDS1,Полевая Лукашевка,VMGSR,51.6139,35.6816,188,05.07.2011,14.02.2020,lds
-,KDT,Ходутка,KAGSR,51.809,158.078,20,01.01.1985,01.10.2007,sas
-,КГЛ,Когалым,ASGSR,62.27,74.413,40,01.09.2000,31.12.2004,rds
-,KNG,Кангалассы,YAGSR,62.347,129.971,150,04.07.2003,01.12.2005,rds
-,KHLM,Холмск,SAGSR,47.079,142.08,15,29.06.2006,14.07.2011,lds
-,KHU1,Юрьево,VMGSR,51.56,35.683,226,25.05.2017,14.02.2020,lds
-,KHU1,Юрьево,VMGSR,51.56,35.683,226,13.11.2014,12.12.2015,lds
-,KIU1,Мухино,VMGSR,51.841,35.585,171,24.05.2017,14.02.2020,lds
-,KIZ,Кизел,MIRAS,59.0497,57.6555,296,04.12.1999,23.10.2003,rds
-,KKHR,Колхозное,SAGSR,46.658,141.903,24,14.08.2006,,lds
-,KLN,Калинино,SAGSR,46.848,142.01,20,20.05.2003,21.09.2006,lds
-,KLN,Калининград,OBGSR,54.9526,20.1846,6,15.12.2005,10.04.2009,wds
-,KNG,Кангалассы,YAGSR,62.347,129.971,150,01.07.2006,26.02.2009,rds
-,KOLG,Колымская ГЭС,NEGSR,62.059,150.406,480,04.08.2022,,rds
-,KOR,Корсаков,SAGSR,46.646,142.765,34,10.10.2008,,tds
-,KOU1,Гупово,VMGSR,51.713,35.668,168,01.06.2011,14.02.2020,lds
-,KOVD,Ковдор,KOGSR,67.584,30.466,19,16.07.2010,01.10.2013,rds
-,KRO,"Маяк ""Кроноцкий""",KAGSR,54.746,162.109,40,01.01.1983,31.12.2008,sms
-,KRL,"Маяк ""Круглый""",KAGSR,52.071,158.325,30,01.01.1983,01.01.2012,sas
-,KRS,Краснодар,OBGSR,45.0216,39.0297,66,02.09.2003,01.11.2003,rds
-,KSU1,Курчатов,VMGSR,51.6761,35.6062,166,09.08.2011,07.09.2015,lds
-,KSU2,Курчатов,VMGSR,51.68,35.59,152,08.09.2015,10.07.2018,lds
-,KSU4,Курчатов,VMGSR,51.676,35.596,155,11.07.2018,14.02.2020,lds
-,LOT,Лотта,KOGSR,68.548,28.929,240,17.12.2007,04.08.2008,rds
-,МГН,Мегион,ASGSR,61.026,76.111,40,01.09.2000,01.07.2004,rds
-,MNH,Монахово,BUGSR,53.66,109.007,,30.03.2020,31.12.2020,rds
-,MON,Мончегорск,KOGSR,67.9424,32.9217,,01.01.2002,11.08.2004,rds
-,MOZG,Возрождение,OBGSR,44.553,38.223,92,28.09.2008,23.11.2009,rds
-,MPP,Маяк,KAGSR,52.887,158.704,130,18.11.2010,31.12.2020,sds
-,MPT,"Маяк ""Петропавловский""",KAGSR,52.888,158.709,79,01.01.1980,17.11.2010,sas
-,MSN,Мишенная,KAGSR,53.043,158.638,372,01.01.1982,15.08.2012,sas
-,MSN,Мишенная,KAGSR,53.044,158.639,381,16.08.2012,,sds
-,MSV,Москальво,SAGSR,53.584,142.522,1,19.06.2003,06.07.2004,rds
-,NEU,Нейтрино,OBGSR,43.249,42.722,1715,23.01.2013,18.07.2017,rds
-,NIC,Николаевка,KAGSR,53.0456,158.341,25,15.12.2007,,sds
-,NII,НИГТЦ,KAGSR,53.0803,158.641,190,15.12.2007,,sds
-,NKR,Некрасовка,SAGSR,53.682,142.624,,24.06.2004,08.10.2004,rds
-,NOV,Новиково,SAGSR,46.365,143.365,9,27.09.2013,15.05.2020,sds
-,NRM,Нарьян-Мар,FCIAR,67.652,53.037,10,11.08.2011,11.12.2013,rds
-,NSH,Нешкан,NEGSR,67.036,-172.96,1,11.09.2003,03.06.2013,rds
-,NSH1,Нешкан 1 Лагуна,NEGSR,66.826,-173.328,1,21.09.2003,31.12.2003,rds
-,NSH2,Нешкан 2 Дженретлен,NEGSR,67.107,-173.635,1,01.10.2003,31.12.2003,rds
-,NUD2,Желтые Пруды,VMGSR,50.9827,41.2232,185,20.06.2013,28.12.2017,rds
-,NVA,Новоалександровск,SAGSR,47.032,142.72,45,26.10.2010,,rds
-,NVA,Новоалександровск,SAGSR,47.032,142.72,45,26.10.2010,,tds
-,NVZ,Новая Земля,FCIAR,72.3734,52.7153,-3,18.07.2022,,rds
-,NYSH,Ныш,SAGSR,51.541,142.778,12,26.08.2017,,rds
-,ОКТ,Октябрьский,SAGSR,53,128.5,386,12.10.2021,,rds
-,ОКТ,Октябрьский,SAGSR,53,128.5,386,14.01.2010,15.01.2010,rds
-,ОКТ,Октябрьский,SAGSR,53,128.5,386,14.01.2010,,sds
-,OGK,Огоньки,SAGSR,46.777,142.399,34,07.07.2013,,sds
-,OKHA,Оха,SAGSR,53.601,142.95,10,15.06.2003,31.12.2004,rds
-,OKT,Охотское,SAGSR,46.839,143.158,0,05.10.2004,08.12.2004,rds
-,PLT,Пильтун,SAGSR,52.701,143.112,40,14.06.2003,27.08.2004,rds
-,PR5,Пермь,MIRAS,58.1047,56.1265,110,16.03.2004,06.02.2006,rds
-,PRYB,Полуостров Рыбачий,KOGSR,69.7461,32.183,180,01.11.2015,,rds
-,PTG,Горького,KAGSR,53.056,158.631,170,01.01.1966,,sds
-,PTH,Пыть-Ях,ASGSR,60.754,72.851,40,01.09.2000,01.07.2004,rds
-,PTZR,Петрозаводск,IGKRC,61.8424,34.3825,74,09.07.2002,01.01.2009,rds
-,PVDR,Провидения,NEGSR,64.428,-173.216,16,20.12.2010,15.01.2012,rds
-,PVDR,Провидения,NEGSR,64.428,-173.216,16,01.11.2015,02.11.2015,rds
-,PYR,Пирамида,KOGSR,78.656,16.38,400,21.11.2008,31.12.2008,rds
-,PYR,Пирамида,KOGSR,78.656,16.353,80,25.06.2015,,rds
-,RASV,Хибины - Расвумчорр,KOGSR,67.6412,33.7983,420,01.01.2001,15.09.2006,rds
-,РЕЙД,Рейдово,SAGSR,45.283,148.021,1,29.06.2015,,sds
-,RIB,Рыбачий,KAGSR,52.9182,158.533,100,15.12.2007,,sds
-,RP2R,Эсто-Садок,OBGSR,43.683,40.2722,550,12.08.2012,03.05.2014,rds
-,RPO1,Аибга,OBGSR,43.5881,40.1851,680,14.10.2013,20.10.2014,rds
-,RTK,Ростелеком (Ханты-Мансийск),ASGSR,60.966,69.027,40,27.03.2001,31.12.2009,rds
-,SAB,Сабо,SAGSR,53.152,142.95,55,18.06.2003,29.09.2004,rds
-,SBTT,Сабетта,OBGSR,71.2147,71.7935,,08.04.2017,,wds
-,SCH,Школа,KAGSR,52.958,158.674,70,01.10.2007,,sds
-,SHO,Малокурильское,SAGSR,43.87,146.834,30,30.11.2009,,rds
-,SHO,Малокурильское,SAGSR,43.87,146.834,30,30.11.2009,,tds
-,SK2,Плато,SAGSR,50.621,156.135,148,22.11.2010,,rds
-,SK2,Плато,SAGSR,50.621,156.135,148,22.11.2010,,tds
-,SK3,Шумшу,SAGSR,50.689,156.188,6,19.12.2013,24.09.2017,tds
-,SNJ,Сунжа,NOGSR,43.0685,44.8117,671,26.12.2005,20.06.2010,rds
-,SPZ,Звёздный,KAGSR,53.056,158.666,140,13.07.2010,,sds
-,ССН,Соснино,ASGSR,60.71,77.049,40,01.09.2000,01.07.2004,rds
-,СТБ,Столб,YAGSR,72.4,126.825,50,01.02.1985,30.08.2003,ras
-,STR,Старорусское,SAGSR,47.15,142.766,60,17.06.2004,21.09.2004,rds
-,STRD,Стародубское,SAGSR,47.41,142.838,9,22.10.2012,,lds
-,ТНТ,Ташанта,ASGSR,49.715,89.197,2130,24.08.2003,31.03.2007,rds
-,ТАЛ,Талая,BAGSR,51.681,103.644,579,11.11.1982,,rds
-,TRN,Туран,BAGSR,52.2404,93.7105,1014,01.04.2006,30.04.2011,lds
-,TUL,Тулома,KOGSR,68.803,32.574,34,18.10.2007,01.01.2008,rds
-,U35,Булатниково,OBGSR,55.563,37.641,124,12.09.2007,01.08.2008,wds
-,UGL2,Краснополье,SAGSR,48.946,142.217,83,22.04.2021,,rds
-,UGL3,Мыс Хокуй,SAGSR,49.026,142.014,10,22.04.2021,,rds
-,UK1,Администрация-УК,KAGSR,56.263,162.586,5,25.12.2009,,sds
-,UK2,Водозабор,KAGSR,56.232,162.646,2,12.12.2009,,sds
-,UK3,Морской порт,KAGSR,56.222,162.523,4,25.12.2009,04.10.2016,sds
-,UK4,Автодор,KAGSR,56.234,162.52,5,30.01.2011,,sds
-,ULN,Уэлен,NEGSR,66.1602,169.819,13,05.07.2006,05.08.2006,rds
-,UMBA,Умба,KOGSR,66.6793,34.3415,151,10.07.2021,,rds
-,USM,Усть-Мая2,YAGSR,60.3669,134.458,170,08.04.2006,,rds
-,USP,Успенское,SAGSR,46.878,142.603,170,08.06.2004,19.10.2004,rds
-,VAL,Вал,SAGSR,52.349,143.052,8,25.08.2017,,rds
-,VAU7,Архангельское,VMGSR,51.249,39.134,103,19.04.2014,,lds
-,VID,Видяево,KOGSR,69.321,32.802,6,23.05.2006,13.11.2006,rds
-,VIL,Вилючинск,KAGSR,52.931,158.405,40,01.10.2007,,sds
-,VLAR,Владивосток,OBGSR,43.1196,131.8848,50,01.06.2014,22.12.2017,rds
-,VPUM,Манино,VMGSR,52.1451,39.3409,140,18.12.2007,06.06.2008,rds
-,VRH,Новохоперск,VMGSR,51.2025,41.7215,98,13.11.2003,17.11.2005,wds
-,VRKR,Россошь,VMGSR,50.291,39.5199,178,01.11.2004,28.06.2005,rds
-,VSB1,Юдановка,VMGSR,51.276,39.834,105,15.05.2018,,lds
-,VST,Высотная,KAGSR,53.025,158.672,115,28.02.2014,,sds
-,VUS1,Ивановка,VMGSR,51.426,39.863,132,25.08.2021,,lds
-,YBL,Яблочное,SAGSR,47.158,142.093,,02.06.2005,03.11.2005,rds
-,YRKR,Юрковка,DAGSR,44.1754,46.6964,-20,01.11.2011,01.06.2014,ras
-,YSSR,Южно-Сахалинск,SAGSR,46.959,142.76,110,01.01.2013,,lds
-,ZAP,Заполярный,KOGSR,69.42,30.778,,01.01.2002,08.05.2004,rds
-,ZFI3,Земля Франца-Иосифа-3,FCIAR,80.809,47.613,18,25.08.2012,29.04.2015,rds
