,0,1,2,3,4,5,6,7,8,9,10
0,№,Код станции,Код станции,Название станции,Кодсейсмологическогоцентра,"Широта,гр. N","Долгота,гр. E","Высотастанции,м.","Датаоткрытия,дд.мм.гггг","Датазакрытия,дд.мм.гггг",Типстанции
1,№,междуна-родный,региональ-ный,Название станции,Кодсейсмологическогоцентра,"Широта,гр. N","Долгота,гр. E","Высотастанции,м.","Датаоткрытия,дд.мм.гггг","Датазакрытия,дд.мм.гггг",Типстанции
267,266,LSNR,LSN,Лескен,NOGSR,43.2738,43.8156,694,07.07.2004,25.03.2006,rds
268,267,LSNR,LSNR,Лескен,NOGSR,43.268,43.804,721,22.03.2007,,rds
269,268,LSTR,LST,Листвянка,BAGSR,51.868,104.832,450,01.03.1999,,rds
270,269,LSTR.SM,LST,Листвянка,BAGSR,51.868,104.832,450,01.03.1999,,sds
271,270,LUZB,LUZB,Лужба,ASGSR,53.661,88.9,489,01.12.2006,,rds
272,271,LVZ,-,Ловозеро,OBGSR,67.898,34.651,630,02.12.1992,,wds
273,272,LZRR,LZRR,Лазаревское,OBGSR,43.935,39.3798,180,31.07.2011,17.11.2017,rds
274,273,MA2,MA2,Магадан,NEGSR,59.575,150.768,339,22.10.1993,,wds
275,274,MAK,-,Махачкала,OBGSR,42.946,47.5035,42,08.12.1951,,wds
276,275,MALIN.SM,MALI,Малиновка,ASGSR,53.421,87.276,233,01.11.2010,,sds
277,276,MGD,СТК,Стекольный,NEGSR,60.047,150.732,221,26.03.1971,,rds
278,277,MHV,-,Михнево,IDG,54.96,37.766,150,13.05.1995,,wds
279,278,MHVAR,-,"Михнево, центр. точка 16 элементной группы",IDG,54.96,37.766,150,01.10.2004,,rda
280,279,MIHR,MIH,Михайловский перевал,KMGSR,44.5065,38.3077,168,20.11.2007,31.12.2007,rds
281,280,MINR,MINR,Мина,ASGSR,54.9775,94.1271,544,29.07.1985,,rds
282,281,MINR.SM,MINR,Мина,ASGSR,54.9775,94.1271,544,01.01.2013,21.10.2019,sds
283,282,MIPR,MIP,Малая Ипелька,KAGSR,52.276,156.758,370,11.11.1997,,lds
284,283,MIR,-,Мирный,OBGSR,-66.551,93.017,34,23.06.1956,21.12.2012,was
285,284,MKZ,MKZ,Мыс Козлова,KAGSR,54.556,161.73,520,25.09.1997,,lds
286,285,MLK4,MLKV,Мальково,SAGSR,46.771,143.35,7,04.07.2003,,lds
287,286,MNDR.TSU,МНД,Менделеево,SAGSR,43.9716,145.693,220,01.10.2011,01.02.2016,tds
288,287,MNSR,MNS,Манас,DAGSR,42.7059,47.7171,-20,28.12.1999,11.01.2010,ras
289,288,MNSR.SM,MNS,Манас,DAGSR,42.7059,47.7171,-20,28.12.1999,11.01.2010,sas
290,289,MOMR,MOM,Мома,YAGSR,66.467,143.217,192,05.03.1983,,rds
291,290,MOS,-,Москва,OBGSR,55.738,37.625,124,01.01.1936,,wds
292,291,MOY,МНД,Монды,BAGSR,51.668,100.993,1349,01.10.1960,,wds
293,292,MOY.SM,МНД,Монды,BAGSR,51.668,100.993,1349,01.10.1960,,sds
294,293,MRMR,MRMR,Майрамадаг,NOGSR,43.014,44.4777,632,06.12.2019,,rds
295,294,MRNR,MRNR,Марьино,OBGSR,43.937,39.479,360,17.11.2017,,rds
296,295,MSHR.TSU,MSH,Мыс Шульца,OBGSR,42.58,131.157,84,01.10.2008,,tds
297,296,MTVR,MTV,Мутновский,KAGSR,52.4844,158.193,1390,01.12.2008,,lds
298,297,MXMB,MXM,Максимиха,BUGSR,53.263,108.745,510,01.10.1997,,rds
299,298,NAGR.RT,NAG,Нагутская,KMGSR,44.447,42.761,583,01.12.1997,21.08.2005,rdt
300,299,NBS,NBS,Нижний Бестях,YAGSR,61.934,129.886,90,01.07.2006,31.10.2014,rds
301,300,NCHK,NCHK,Начики,KAGSR,53.1202,157.7602,465,04.12.2013,11.10.2015,rds
302,301,NCK,NCK,Нальчик,KMGSR,43.4955,43.5956,500,24.07.2006,,wds
303,302,NEUR,NEUR,Нейтрино,OBGSR,43.2631,42.7016,1750,19.07.2017,,rds
304,303,NEVR.TSU,NEV,Невельск,SAGSR,46.676,141.858,26,10.10.2008,,tds
305,304,NEY,NEY,Нейтрино,KMGSR,43.2489,42.7222,1715,05.12.2008,24.07.2020,rds
306,305,NGLR,NGL,Ноглики,SAGSR,51.783,143.126,9,18.09.2010,,rds
307,306,NGLR.TSU,NGL,Ноглики,SAGSR,51.783,143.126,9,18.09.2010,,tds
308,307,NHES,NHES,Новосибирская ГЭС,ASGSR,54.855,82.985,121,28.02.2012,,rds
309,308,NIKOL.SM,NIKOL,Николаевка,ASGSR,53.482,87.165,229,05.02.2021,,sds
310,309,NIZ,Н-А,Нижнеангарск,BAGSR,55.775,109.542,509,21.10.1961,16.02.2017,rds
311,310,NIZ.SM,Н-А,Нижнеангарск,BAGSR,55.775,109.542,509,21.10.1961,16.02.2017,sds
312,311,NIZB,NIZB,Нижнеангарск,BAGSR,55.7704,109.5446,495,02.07.2017,,rds
313,312,NIZB.SM,NIZB,Нижнеангарск,BAGSR,55.7704,109.5446,495,02.07.2017,,sds
314,313,NKL,НКЛ,Николаевск-на-Амуре,SAGSR,53.146,140.681,15,01.07.1970,,rds
315,314,NKL.SM,НКЛ,Николаевск-на-Амуре,SAGSR,53.146,140.681,15,01.07.1970,12.08.2016,sds
316,315,NLC,NLC,Налычево,KAGSR,53.172,159.348,6,31.03.1984,31.12.2015,lds
317,316,NLC.SM,NLC,Налычево,KAGSR,53.172,159.348,6,24.12.2010,,sds
318,317,NLYR,НЛТ,Неляты,BAGSR,56.491,115.703,596,08.09.2001,,rds
319,318,NLYR.SM,НЛТ,Неляты,BAGSR,56.491,115.703,596,08.09.2001,,sds
320,319,NMA2,NMA2,Магадан1,NEGSR,59.5497,150.8,50,17.09.2007,,rds
321,320,NVL,-,Новолазаревская,OBGSR,-70.77,11.83,125,01.04.1962,,wds
322,321,NVNR,NVNR,Невинномысск,KMGSR,44.6143,41.964,340,19.02.2007,,rds
323,322,NVPR,NVPR,Новополтавский,OBGSR,46.877,39.14,28,03.06.2019,,rds
324,323,NVS,NVS,Новосибирск,ASGSR,54.841,83.234,168,10.11.1965,,wds
325,324,NVS.SM,NVS,Новосибирск,ASGSR,54.841,83.234,168,10.11.1965,,sds
326,325,NVSII,NVSII,Новосибирск-2,ASGSR,54.842,83.237,159,01.01.2013,,rds
327,326,NYG,NYG,Нерюнгри,YAGSR,56.657,124.723,840,02.11.2001,,rds
328,327,OBN,-,Обнинск,OBGSR,55.114,36.569,130,11.01.1964,,wds
329,328,OCHR,ОМЧ,Омчак,NEGSR,61.665,147.867,820,01.10.1999,,rds
330,329,OGRR,ОНГ,Онгурен,BAGSR,53.644,107.596,505,20.04.1988,,rds
331,330,OGRR.SM,ОНГ,Онгурен,BAGSR,53.644,107.596,505,20.04.1988,,sds
332,331,OHTR,ОХТ,Охотск,SAGSR,59.359,143.331,40,06.07.2000,02.06.2005,rds
333,332,OKH,ОХА,Оха,SAGSR,53.602,142.946,20,01.12.1958,,rds
334,333,OKH.TSU,OKH,Оха,SAGSR,53.602,142.946,20,28.11.2009,,tds
335,334,OKHR,OKHR,Охотск,NEGSR,59.3605,143.248,8,05.10.2005,23.01.2016,rds
336,335,OKHT,ОХТ,Охотск,SAGSR,59.36,143.236,5,15.08.2007,,rds
337,336,OLMR,OLM,Олёкминск,YAGSR,60.376,120.463,45,11.06.2010,,rds
338,337,OMEGA,OMEGA,Омега,FCIAR,80.7841,47.7322,24,25.08.2015,,rds
339,338,OMS,ОМС,Омсукчан,NEGSR,62.515,155.774,527,01.12.1967,,rds
340,339,ONOR.SM,ОНОР,Онор,SAGSR,50.191,142.68,188,24.08.2016,,sds
341,340,OR2,OR2,Оренбург-2,OBGSR,51.7356,55.034,81,31.08.2007,,lds
342,341,OR3,OR3,Оренбург-3,OBGSR,51.9005,54.4098,198,17.07.2008,,lds
343,342,ORHR,ОРШ,Орешное,ASGSR,55.302,93.666,444,01.01.2003,31.12.2003,rds
344,343,ORL,ОРЛ,Орлик,BAGSR,52.535,99.808,1375,01.02.1967,,wds
345,344,ORL.SM,ОРЛ,Орлик,BAGSR,52.535,99.808,1375,01.02.1967,,sds
346,345,ORR,ORR,Оренбург,OBGSR,51.6184,54.753,91,26.10.2004,,wds
347,346,OSMR,OSMR,Остромысовка,SAGSR,47.247,143.006,30,10.11.2004,02.10.2012,lds
348,347,OSSR,OSS,Оссора,KAGSR,59.265,163.082,20,25.01.1973,23.07.2012,rds
349,348,OSSR,OSS,Оссора,KAGSR,59.2618,163.0718,35,24.07.2012,,rds
350,349,OSSR.SM,OSS,Оссора,KAGSR,59.2618,163.0718,35,03.08.2013,,sds
351,350,OZHR,OJD,Ожидаево,SAGSR,47.031,142.395,243,02.06.1999,,lds
352,351,PAAN,PAAN,Паанаярви,IGKRC,65.761,31.07,166,02.06.2016,,lds
353,352,PALN,PAL,Палана,KAGSR,59.094,159.968,70,13.11.2008,,wds
354,353,PAU,PAU,Паужетка,KAGSR,51.468,156.815,130,30.04.1961,,rds
355,354,PAU.SM,PAU,Паужетка,KAGSR,51.468,156.815,130,30.10.2007,,sds
356,355,PECR,-,Печеры,OBGSR,56.32,44.08,99,20.07.1992,18.01.2007,was
357,356,PET,PET,Петропавловск,KAGSR,53.0233,158.65,100,18.03.1951,,wds
358,357,PET.SM,PET,Петропавловск,KAGSR,53.0233,158.65,100,18.03.1951,,sds
359,358,PITK,PITK,Питкяранта,IGKRC,61.671,31.266,104,03.06.2014,,lds
360,359,PLTR,PLTR,Полтавка,OBGSR,44.027,131.325,105,01.02.2018,,wds
361,360,POMOR,POMOR,Поморцево,ASGSR,54.407,86.526,215,19.05.2014,,rds
362,361,POMOR.SM,POMOR,Поморцево,ASGSR,54.407,86.526,215,19.05.2014,,sds
363,362,PR0R,PR0,Верхнечусовские Городки,MIRAS,58.199,57.1407,121,24.10.2003,,rds
364,363,PR1R,PR1R,Романово,OBGSR,59.1846,56.7446,144,18.08.2000,,wds
365,364,PR2R,PR2,Добрянка,MIRAS,58.5482,56.1868,122,03.12.2001,05.06.2012,rds
366,365,PR3R,PR3,Кунгур,MIRAS,57.4437,57.0059,116,03.04.2003,,rds
367,366,PR41R,PR41R,Власы,MIRAS,57.9116,55.68,136,21.10.2020,,rds
368,367,PR4R,PR4,Власы,MIRAS,57.9137,55.6777,144,31.03.2006,21.10.2020,rds
369,368,PR6R,PR6,Екимята,MIRAS,58.1658,56.0925,163,09.11.2006,29.10.2018,rda
370,369,PR6R,PR6,Екимята,MIRAS,58.1658,56.0925,163,30.10.2018,,rds
371,370,PR7R,PR7R,Сараны,MIRAS,58.552,58.76,440,14.11.2013,,rds
372,371,PRGR,PRGR,Пермогорье,FCIAR,61.638,45.627,84,27.11.2003,07.02.2019,rds
373,372,PRMR,PRM,Пермилово,FCIAR,63.6165,40.509,52,29.11.2005,19.05.2021,rds
374,373,PRTR,PRTR,Притеречная,NOGSR,43.7515,44.282,136,08.08.2005,,rds
375,374,PRVR,PRV,Провидения,NEGSR,64.447,-173.175,86,14.06.2006,15.05.2007,rds
376,375,PSTR,PSTR,Посьет,OBGSR,42.651,130.804,41,01.12.2016,,wds
377,376,PTRZ,PTRZ,Петрозаводск,IGKRC,61.842,34.38,81,20.01.2013,,lds
378,377,PUL,-,Пулково,OBGSR,59.773,30.322,89,09.12.1906,,wds
379,378,PVDR,PVDR,Провидения,NEGSR,64.428,-173.216,16,01.11.2015,,rds
380,379,PXTR,PXTR,Попов Хутор,NOGSR,42.9657,44.6188,680,01.09.2021,,rds
381,380,PYA,-,Пятигорск,OBGSR,44.041,43.075,571,16.10.1909,02.10.2008,rds
382,381,PYA1,PYA1,Пятигорск,KMGSR,44.0625,43.0958,614,02.10.2008,,rds
383,382,PZHG,PZG,Пожег,IGKR,61.977,54.334,137,17.12.2014,,lds
384,383,RPOR,RPOR,Красная Поляна,OBGSR,43.6996,40.2662,600,24.02.2010,,rds
385,384,RUS,RUS,Русская,KAGSR,52.432,158.513,125,21.12.1987,,rds
386,385,RUS.SM,RUS,Русская,KAGSR,52.432,158.513,125,21.12.2010,,sds
387,386,SALR,SAL,Салаир,ASGSR,54.4169,85.7029,250,02.03.2005,,rds
388,387,SARR,SARR,Саратов,OBGSR,51.3885,45.2865,165,19.11.2005,28.10.2019,wds
389,388,SBLV,SBLV,Соболево,KAGSR,54.304,155.961,44,30.11.2018,,rds
390,389,SDLR,SDL,Седловина,KAGSR,53.278,158.887,1230,17.12.1991,,lds
391,390,SEY,СМЧ,Сеймчан,NEGSR,62.9339,152.384,218,03.04.1969,,wds
392,391,SGKR,SGK,Сергокала,DAGSR,42.4576,47.6556,560,10.01.1997,,rds
393,392,SHA1,SHA1,Шиджатмаз,KMGSR,43.738,42.6571,2120,13.06.2009,,rds
394,393,SHAR.RT,SHA,Шиджатмаз,KMGSR,43.743,42.669,2096,21.09.1995,20.12.2009,rdt
395,394,SHIP,SHIP,Среднее Шипицыно,FCIAR,61.6171,45.9044,68,19.08.2019,,rds
396,395,SHTK,SHTK,Железногорск-3,ASGSR,56.333,93.605,150,21.12.2012,,rds
397,396,SHTK.SM,SHTK,Железногорск-3,ASGSR,56.333,93.605,150,21.12.2012,,sds
398,397,SKR,СВК,Северо-Курильск,SAGSR,50.67,156.116,23,01.03.1958,,wds
399,398,SKR.SM,СВК,Северо-Курильск,SAGSR,50.67,156.117,22,01.03.1958,31.05.2011,sas
400,399,SKR.TSU,СВК,Северо-Курильск,SAGSR,50.67,156.116,23,01.03.2011,,tds
401,400,SKZ,СКЗ,Сказка,ASGSR,60.967,72.399,40,01.04.2000,31.12.2004,rds
402,401,SLNR,SLN,Солонешенская,ASGSR,49.777,88.467,2057,18.10.2003,01.01.2020,rds
403,402,SLNR.SM,SLN,Солонешенская,ASGSR,49.777,88.467,2057,18.10.2003,01.01.2020,sds
404,403,SLVR,SLV,Соловки,FCIAR,65.02,35.71,8,26.10.2007,24.06.2016,rds
405,404,SMAR,SMA,Сомма,KAGSR,53.266,158.812,2050,06.03.1991,,lds
406,405,SMKR,SMK,Семкарок,KAGSR,56.582,161.468,895,18.09.2005,,lds
407,406,SNGR,SNG,Синегорье,NEGSR,62.08,150.521,300,02.10.2006,26.09.2014,rds
408,407,SNGR,SNG,Синегорье,NEGSR,62.08,150.521,300,26.04.2003,13.10.2004,rds
409,408,SOC,-,Сочи,OBGSR,43.57,39.763,180,01.01.1928,,wds
410,409,SOKR,-,Соликамск,OBGSR,59.5955,56.7906,-120,15.02.2003,17.11.2014,wds
411,410,SOTR,SOT,Столб,YAGSR,72.403,126.812,50,16.08.2013,,rds
412,411,SPGR,SPGR,Шапсуг,OBGSR,44.7422,38.073,100,08.09.2015,,rds
413,412,SPN,SPN,Шипунский,KAGSR,53.105,160.011,95,11.04.1985,,rds
414,413,SPN.SM,SPN,Шипунский,KAGSR,53.105,160.011,95,25.08.1962,,sds
415,414,SRDR,SRD,Срединный,KAGSR,56.319,159.693,830,04.01.1992,,lds
416,415,SRGR,SRGR,Сергиевский,OBGSR,45.421,39.169,15,04.10.2018,,rds
417,416,SRKR,SRK,Сорокина,KAGSR,56.654,161.168,845,18.09.2005,,lds
418,417,STDB,STD,Степной Дворец,BUGSR,52.1689,106.366,458,01.08.1999,,rds
419,418,STDR,STDR,Ставд-Дурт,NOGSR,43.3689,44.0631,352,04.03.2009,,rds
420,419,SUKR,SUKR,Сукко,OBGSR,44.799,37.429,41,15.10.2018,,rds
421,420,SUUS,СМН,Сусуман,NEGSR,62.7792,148.167,640,01.06.1998,,rds
422,421,SVE,-,Свердловск,OBGSR,56.827,60.632,278,21.10.1906,,wds
423,422,SVKR,С-М,Северомуйск,BAGSR,56.159,113.52,850,05.09.2000,,rds
424,423,SVKR.SM,С-М,Северомуйск,BAGSR,56.159,113.52,850,05.09.2000,,sds
425,424,SVLR.RT,-,Шивелуч,KAGSR,56.577,161.22,840,29.10.1980,27.02.2005,lmt
426,425,SVUR,SVUR,Североуральск,OBGSR,60.1985,59.9778,-139,09.06.2007,,wds
427,426,SVZ,SVZ,Северная Земля,FCIAR,79.2761,101.657,22,21.11.2016,,rds
428,427,SYKR,SYK,Сыктывкар,IGKR,61.6464,50.7325,159,01.03.1996,,lds
429,428,SYVR,СУВ,Суво,BAGSR,53.659,110,530,28.05.1984,,rds
430,429,SYVR.SM,СУВ,Суво,BAGSR,53.659,110,530,28.05.1984,,sds
431,430,TAIL.SM,TAIL,Тайлеп,ASGSR,53.448,87.197,245,29.12.2015,31.12.2020,sds
432,431,TASR,TASR,Таштагол,ASGSR,52.762,87.88,529,01.09.1988,,rds
433,432,TBGR,TBG,Табага,YAGSR,61.821,129.637,98,24.06.2003,,rds
434,433,TDJR,TDJR,Тоджа,ASGSR,52.453,96.093,1000,01.03.2001,,rds
435,434,TDJR.SM,TDJR,Тоджа,ASGSR,52.453,96.093,1000,08.04.2021,,sds
436,435,TEL,TEL,Тээли,ASGSR,51.024,90.195,992,01.10.1971,,rds
437,436,TEL.SM,TEL,Тээли,ASGSR,51.024,90.195,992,05.03.2018,,sds
438,437,TERR,TER,Териберка,KOGSR,69.202,35.108,25,01.06.2009,,rds
439,438,TEY,ТРН,Терней,SAGSR,45.062,136.601,45,01.02.1982,,rds
440,439,TEY.SM,ТРН,Терней,SAGSR,45.062,136.601,44,01.02.1982,09.10.2011,sas
441,440,TEY.TSU,ТРН,Терней,SAGSR,45.062,136.601,45,09.10.2011,31.12.2015,tds
442,441,TIGL,TIGL,Тигиль,KAGSR,57.7648,158.6707,115,12.08.2012,,rds
443,442,TILK,TL1,Тиличики,KAGSR,60.446,166.145,25,04.12.2008,,wds
444,443,TILK.SM,TL1,Тиличики,KAGSR,60.446,166.145,25,02.05.2009,,sds
445,444,TILR,TIL,Тиличики,KAGSR,60.431,166.06,40,02.05.2006,04.12.2008,rds
446,445,TIXI,TIXI,Тикси,YAGSR,71.649,128.867,50,15.08.1995,,wds
447,446,TLAR,ТЛА,Талая,NEGSR,61.13,152.398,720,22.09.2000,,rds
448,447,TLKV,TLK,Толкаевка,OBGSR,52.554,53.28,154,02.07.2014,,lds
449,448,TLTR,TLTR,Тлярата,DAGSR,42.106,46.354,1450,15.04.2019,,rds
450,449,TLY,TLY,Талая,OBGSR,51.681,103.644,579,11.11.1982,,wds
451,450,TLY.SM,ТАЛ,Талая,BAGSR,51.681,103.644,579,11.11.1982,,sds
452,451,TMCR,TMCR,Тамица,OBGSR,64.1643,38.0352,23,28.11.2003,08.03.2015,rds
453,452,TMNR,TMNR,Таманский,OBGSR,45.155,36.785,14,11.10.2018,,rds
454,453,TNDR,TND,Тында,YAGSR,55.147,124.721,530,20.06.2001,,rds
455,454,TONS,TLON,Талон,NEGSR,59.757,148.657,18,04.10.2016,,rds
456,455,TPSR,TPS,Туапсе,OBGSR,44.0781,39.0962,80,31.10.2010,28.09.2015,rds
457,456,TRCK,TRC,Троицкий,OBGSR,51.644,54.259,69,20.12.2011,,lds
458,457,TRG,ТРГ,Тырган,BAGSR,52.76,106.347,593,20.01.1960,,rds
459,458,TRG.SM,ТРГ,Тырган,BAGSR,52.76,106.347,593,20.01.1960,,sds
460,459,TRKR,TRKR,Терская,NOGSR,43.7224,44.7306,135,12.12.2019,,rds
461,460,TRKR,TRKR,Терская,NOGSR,43.7233,44.7321,140,09.08.2005,11.12.2019,rds
462,461,TRNR,TRN,Туран,BAGSR,51.637,101.685,875,18.10.2021,,rds
463,462,TRTB,TRT,Турунтаево,BUGSR,52.2233,107.649,600,01.08.1999,29.05.2014,rds
464,463,TUMD,TUMD,Тумрок-источники,KAGSR,55.203,160.399,478,18.03.2011,,rds
465,464,TUMD.SM,TUMD,Тумрок-источники,KAGSR,55.203,160.399,478,18.03.2011,,sds
466,465,TUMR,TUM,Тумрок,KAGSR,55.283,160.146,1210,25.07.2003,,lds
467,466,TUNR,TUNR,Тюнгур,ASGSR,50.163,86.317,864,01.08.1998,,rds
468,467,TUNR.SM,TUNR,Тюнгур,ASGSR,50.163,86.317,864,20.12.2018,,sds
469,468,TUP,ТПК,Тупик,BAGSR,54.426,119.954,714,25.11.1961,,rds
470,469,TUP.SM,ТПК,Тупик,BAGSR,54.426,119.954,714,25.11.1961,,sds
471,470,TYV,ТМС,Тымовское,SAGSR,50.865,142.675,150,01.04.1969,,rds
472,471,TYV.TSU,ТМС,Тымовское,SAGSR,50.865,142.675,150,21.09.2010,,tds
473,472,UBL,UBL,Усть-Большерецк,KAGSR,52.824,156.282,57,20.12.2018,,rds
474,473,UDINA,UDINA,Удина,KAGSR,55.72,160.512,1038,30.09.2021,,rds
475,474,UGL,УГЛ,Углегорск,SAGSR,49.077,142.066,31,01.12.1950,,rds
476,475,UGL.TSU,УГЛ,Углегорск,SAGSR,49.077,142.066,31,12.09.2010,,tds
477,476,UGLR,UGL,Угловая,KAGSR,53.21,158.829,1200,19.08.1992,,lds
478,477,UK5.SM,UK5,УК-Дельта,KAGSR,56.231,162.5557,4,05.10.2016,,sds
479,478,UKR,UKR,Усть-Кан,ASGSR,50.94,84.769,1057,02.09.1963,,rds
480,479,UKT,УКТ,Уакит,BAGSR,55.489,113.627,1140,20.12.1962,,rds
481,480,UKT.SM,УКТ,Уакит,BAGSR,55.489,113.627,1140,20.12.1962,,sds
482,481,UKTR,UKT,Учкент,DAGSR,43.114,47.081,120,09.08.2000,01.02.2005,ras
483,482,ULGR,ULGR,Улаган,ASGSR,50.6234,87.9607,1239,28.07.2002,,rds
484,483,ULGR.SM,ULGR,Улаган,ASGSR,50.6234,87.9607,1239,28.07.2002,,sds
485,484,UNCR,UNCR,Унцукуль,DAGSR,42.7155,46.7929,780,01.02.1984,,rds
486,485,UNCR.SM,UNC,Унцукуль,DAGSR,42.7155,46.7929,780,01.02.1984,31.12.2011,sas
487,486,UNR,UNR,Усть-Нера,YAGSR,64.566,143.228,485,21.11.1961,,rds
488,487,URKR,URKR,Уркарах,DAGSR,42.1649,47.631,1330,01.02.1998,,rds
489,488,URKR.SM,URK,Уркарах,DAGSR,42.1649,47.631,1330,01.02.1998,20.06.2012,sas
490,489,USMR,MAY,Усть-Мая,YAGSR,60.42,134.54,170,01.09.2000,07.08.2004,rds
491,490,USZ,У-Н,Усть-Нюкжа,YAGSR,56.562,121.592,415,18.07.1964,31.05.2004,ras
492,491,UUDB,UUD,Улан-Удэ,BUGSR,51.867,107.663,600,18.10.2006,,rds
493,492,UZR,UZR,Узур,BUGSR,53.323,107.741,480,06.07.2011,,rds
494,493,VALR,VAL,Валаам,OBGSR,61.3593,30.8835,39,18.06.2006,06.06.2012,rds
495,494,VALR,VALR,Валаам,OBGSR,61.3611,30.8874,24,09.06.2012,,rds
496,495,VBR,VBR,Сухой Ручей,BUGSR,51.798,106.015,478,22.03.2012,,rds
497,496,VCHU,VCHU,Верх-Чумыш,ASGSR,53.955,86.442,351,20.06.2015,,rds
498,497,VCHU.SM,VCHU,Верх-Чумыш,ASGSR,53.955,86.442,351,20.06.2015,,sds
499,498,VEH,VEH,Верх-База,ASGSR,53.255,90.2987,550,05.03.1967,,rds
500,499,VEH.SM,VEH,Верх-База,ASGSR,53.255,90.2987,550,01.01.2013,01.01.2021,sds
501,500,VLA,-,Владивосток,OBGSR,43.12,131.893,73,06.12.1929,01.04.2005,was
502,501,VLA,VLAR,Владивосток,OBGSR,43.1196,131.8848,50,23.12.2017,,rds
503,502,VLA,-,Владивосток,OBGSR,43.1196,131.8848,50,03.07.2005,22.12.2017,wds
504,503,VLKR,VLKR,Владикавказ,NOGSR,43.0465,44.6773,680,23.06.2003,,wds
505,504,VLKR.SM,VLKG,Владикавказ,NOGSR,43.0465,44.6773,680,26.09.2010,09.04.2019,sds
506,505,VOR,-,Воронеж,VMGSR,51.731,39.2,161,20.12.1996,20.08.2008,ras
507,506,VORD,VORD,Дивногорье,VMGSR,50.966,39.293,94,20.02.1998,,rds
508,507,VORR,VOR,Воронеж,VMGSR,51.6717,39.2082,150,20.08.2008,,rds
509,508,VOZR,VOZR,Возрождение,OBGSR,44.553,38.223,92,23.11.2009,11.03.2013,rds
510,509,VRH,VRH,Новохоперск,VMGSR,51.2025,41.7215,98,19.06.2008,,wds
511,510,VRHR,VRHR,Новохоперск,VMGSR,51.0955,41.6246,137,18.11.2005,19.06.2008,wds
512,511,VRSR,-,Сторожевое,VMGSR,51.215,39.19,180,07.08.1999,03.09.2007,wds
513,512,VSLR,VSLR,Весёлое,OBGSR,43.4612,40.0324,340,27.10.2014,,rds
514,513,VSR,VSR,Сторожевое,VMGSR,51.2162,39.1664,187,03.09.2007,,wds
515,514,VTMR,VTM,Витим,YAGSR,59.44,112.55,188,16.06.2003,,rds
516,515,VYBR,VYB,Выборг,OBGSR,60.7247,28.6955,8,14.12.2005,,rds
517,516,XNZR,XNZR,Хунзах,DAGSR,42.5451,46.7053,1680,17.01.1992,06.10.2016,rds
518,517,YAK,YAK,Якутск,YAGSR,62.031,129.68,91,05.10.1957,,wds
519,518,YALR,YALR,Яйлю,ASGSR,51.7694,87.6105,451,19.07.2002,,rds
520,519,YALR.SM,YALR,Яйлю,ASGSR,51.7694,87.6105,451,23.07.2017,,sds
521,520,YASR,ЯСН,Ясный,SAGSR,53.29,127.98,330,01.12.1974,30.12.2009,ras
522,521,YBGR,BGR,Белая гора,YAGSR,68.532,146.1927,36,12.08.2011,,rds
523,522,YCRN,CRN,Чернышевский,YAGSR,63.0212,112.4862,319,14.07.2011,,rds
524,523,YKLR,YKL,Юктали,YAGSR,56.5915,121.654,417,04.07.2004,,rds
525,524,YKUG,YKUG,Юлия Кугаенко,KAGSR,55.66,160.232,982,30.09.2021,,rds
526,525,YLYR,УЛХ,Улюнхан,BAGSR,54.875,111.163,582,16.07.1989,,rds
527,526,YLYR.SM,УЛХ,Улюнхан,BAGSR,54.875,111.163,582,16.07.1989,,sds
528,527,YOA,УН,Уоян,BAGSR,56.134,111.724,503,21.01.1980,04.08.2018,rds
529,528,YOA.SM,УН,Уоян,BAGSR,56.134,111.724,503,21.01.1980,04.08.2018,sds
530,529,YOAB,YOA,Уоян,BAGSR,56.1405,111.7224,524,05.08.2018,,rds
531,530,YOAB.SM,YOA,Уоян,BAGSR,56.1405,111.7224,524,05.08.2018,,sds
532,531,YSS,ЮСХ,Южно-Сахалинск,SAGSR,46.9587,142.76,110,01.03.1957,,wds
533,532,YSS.TSU,ЮСХ,Южно-Сахалинск,SAGSR,46.9587,142.76,110,10.10.2008,,tds
534,533,YUK,ЮКР,Южно-Курильск,SAGSR,44.035,145.861,23,01.10.1960,,wds
535,534,YUK.TSU,ЮКР,Южно-Курильск,SAGSR,44.035,145.861,23,20.08.2010,,tds
536,535,YUKRC,ЮКРСЦ,Южно-Курильск,SAGSR,44.033,145.861,39,06.07.2020,,rds
537,536,YVAM,VAM,Верхняя Амга,YAGSR,59.6409,127.1227,275,17.06.2011,01.07.2013,rds
538,537,ZAK,ЗКМ,Закаменск,BAGSR,50.382,103.281,1200,11.12.1960,,wds
539,538,ZAK.SM,ЗКМ,Закаменск,BAGSR,50.382,103.281,1200,11.12.1960,,sds
540,539,ZEA,ЗЕЯ,Зея,SAGSR,53.757,127.286,273,01.06.1976,,rds
541,540,ZEA.SM,ЗЕЯ,Зея,SAGSR,53.757,127.286,273,01.06.1976,31.12.2015,sds
542,541,ZEI,-,Цей,OBGSR,42.7881,43.9014,1926,17.10.1988,,rds
543,542,ZFI,ZFI,Земля Франца-Иосифа,FCIAR,80.807,47.659,17,03.09.2011,07.09.2017,rds
544,543,ZFI2,ZFI2,Земля Франца-Иосифа,FCIAR,80.809,47.655,18,22.09.2011,,rds
545,544,ZGR4,ZGR,Загорское,SAGSR,47.304,142.49,112,05.06.2001,13.05.2021,lds
